time[s],duration[s],current[A],voltage[V],energy[J]
1669874174.6172063,1669874174.6172063,0.6525756525756503,12.130000114440918,13218294375.147661
1669874175.015131,0.39792466163635254,0.7064757064757071,12.109999656677246,3.4044128326373855
1669874175.3680685,0.3529374599456787,0.6583506583506584,12.109999656677246,2.813838456571153
1669874175.7492394,0.38117098808288574,0.5986755986755982,12.130000114440918,2.768038970008131
1669874176.141977,0.39273762702941895,0.6140756140756127,12.109999656677246,2.920575877008674
1669874176.8081088,0.6661317348480225,0.5370755370755376,12.109999656677246,4.332510524768758
1669874176.8661215,0.05801272392272949,0.627550627550627,12.130000114440918,0.44160382957936095
1669874177.2521188,0.38599729537963867,0.6102256102256096,12.130000114440918,2.8571661549431364
1669874177.6099963,0.3578774929046631,0.6371756371756381,12.109999656677246,2.7614531467329724
1669874177.9781172,0.3681209087371826,0.63140063140063,12.109999656677246,2.81474870586498
1669874178.3591416,0.3810243606567383,0.673750673750673,12.130000114440918,3.1139580704355367
1669874178.7215924,0.36245083808898926,0.7084007084007075,12.109999656677246,3.1093687247512367
1669874179.1030543,0.38146185874938965,0.716100716100716,12.109999656677246,3.3080293909264897
1669874179.4783943,0.37533998489379883,0.6564256564256558,12.109999656677246,2.983695574568009
1669874179.8593576,0.3809633255004883,0.6448756448756442,12.109999656677246,2.9751116948503746
1669874180.2610781,0.4017205238342285,0.7180257180257187,12.130000114440918,3.4988459806551906
1669874180.613223,0.3521449565887451,0.6756756756756757,12.109999656677246,2.8814022320204913
1669874181.0060432,0.3928201198577881,0.6179256179256157,12.109999656677246,2.9395039979075257
1669874181.3694072,0.36336398124694824,0.6641256641256642,12.109999656677246,2.9223771895194237
1669874181.7399008,0.37049365043640137,0.6718256718256727,12.109999656677246,3.0142654479007622
1669874182.13286,0.3929591178894043,0.6699006699006699,12.130000114440918,3.193144610859395
1669874182.507733,0.37487316131591797,0.6237006237006238,12.130000114440918,2.836098642201402
1669874182.8944533,0.3867201805114746,0.6987756987756987,12.109999656677246,3.272493252714937
1669874183.2777739,0.38332056999206543,0.5794255794255782,12.109999656677246,2.6897004759978627
1669874183.6508214,0.3730475902557373,0.6371756371756381,12.130000114440918,2.883262648101018
1669874184.006791,0.3559696674346924,0.6063756063756066,12.109999656677246,2.6139594467213687
1669874184.3850687,0.3782775402069092,0.6429506429506415,12.130000114440918,2.9501832725111186
1669874184.7486765,0.36360788345336914,0.6371756371756381,12.109999656677246,2.8056699676464594
1669874185.1352684,0.38659191131591797,0.6121506121506124,12.109999656677246,2.8658613929940904
1669874185.4893556,0.35408711433410645,0.8874258874258859,12.0,3.7707128599681865
1669874185.887767,0.39841151237487793,1.0991760991760984,12.0600004196167,5.281368592951559
1669874186.2621105,0.3743433952331543,0.8816508816508826,12.079999923706055,3.9868854029456755
1669874186.6353536,0.3732430934906006,0.7642257642257623,12.0600004196167,3.4400184993722944
1669874186.9892795,0.3539259433746338,0.6487256487256496,12.109999656677246,2.7804660598651907
1669874187.3619082,0.37262868881225586,0.7680757680757677,12.09000015258789,3.460243476043197
1669874187.8015656,0.43965744972229004,0.7334257334257333,12.079999923706055,3.895269512623942
1669874188.1712759,0.36971020698547363,0.7064757064757071,12.09000015258789,3.157802611081156
1669874188.5307558,0.3594799041748047,0.7507507507507505,12.079999923706055,3.2601480593134378
1669874188.8692932,0.33853745460510254,0.9201509201509201,12.079999923706055,3.7629870245880728
1669874189.2330084,0.36371517181396484,0.7777007777007765,12.079999923706055,3.4169677679533823
1669874189.6240249,0.39101648330688477,0.7642257642257623,12.109999656677246,3.6187690825533187
1669874190.014534,0.39050912857055664,0.6140756140756127,12.109999656677246,2.9040037474418354
1669874190.4180694,0.4035353660583496,0.6410256410256412,12.09000015258789,3.1273991264231142
1669874190.7908103,0.3727409839630127,0.6429506429506415,12.109999656677246,2.9022105273204333
1669874191.168128,0.3773176670074463,0.6487256487256496,12.09000015258789,2.9593376253579056
1669874191.569643,0.40151500701904297,0.677600677600676,12.109999656677246,3.294729348959111
1669874191.9642007,0.3945577144622803,0.8758758758758743,12.0600004196167,4.167738164895732
1669874192.3307884,0.36658763885498047,0.9644259644259634,12.039999961853027,4.256701497791456
1669874192.6890097,0.35822129249572754,0.8008008008007995,12.109999656677246,3.473921705015202
1669874193.0642264,0.3752167224884033,0.6564256564256558,12.109999656677246,2.9827157229447048
1669874193.4512568,0.38703036308288574,0.6641256641256642,12.109999656677246,3.1127155224451544
1669874194.114784,0.663527250289917,0.6006006006005985,12.109999656677246,4.826014878802921
1669874194.2413049,0.12652087211608887,0.6872256872256872,12.109999656677246,1.0529450128708286
1669874194.609571,0.36826610565185547,0.693000693000693,12.109999656677246,3.090576862792679
1669874194.983519,0.3739480972290039,0.7238007238007245,12.109999656677246,3.2777397777122124
1669874195.3653476,0.38182854652404785,0.673750673750673,12.109999656677246,3.1153850938641043
1669874195.7127502,0.34740257263183594,0.5621005621005609,12.109999656677246,2.364782379124687
1669874196.1146421,0.40189194679260254,0.6468006468006469,12.109999656677246,3.1479214011326744
