time[s],duration[s],current[A],voltage[V],energy[J],sum_energy[J]
1671128873.1004152,0.0,0.677600677600676,11.739999771118164,0.0,0.0
1671128873.4834409,0.3830256462097168,0.635250635250633,11.739999771118164,2.856544871054453,2.856544871054453
1671128873.8607378,0.37729692459106445,0.6622006622006614,11.739999771118164,2.9331951914797134,5.789740062534166
1671128874.2635121,0.4027743339538574,0.6217756217756212,11.729999542236328,2.9376055077919476,8.727345570326115
1671128874.6649272,0.4014151096343994,0.7719257719257708,11.739999771118164,3.637787655709012,12.365133226035127
1671128875.020066,0.35513877868652344,0.6891506891506899,11.739999771118164,2.873296078034189,15.238429304069316
1671128875.3872046,0.3671386241912842,0.6814506814506814,11.739999771118164,2.9371937453740413,18.175623049443356
1671128875.79319,0.40598535537719727,0.6891506891506899,11.739999771118164,3.2846768625464207,21.460299911989775
1671128876.2008514,0.40766143798828125,0.7796257796257793,11.739999771118164,3.7312462489678704,25.191546160957646
1671128876.5697615,0.3689100742340088,0.6256256256256242,11.729999542236328,2.7072791553373894,27.898825316295035
1671128876.9671597,0.3973982334136963,0.635250635250633,11.729999542236328,2.96120882746072,30.860034143755755
1671128877.43094,0.46378016471862793,0.6660506660506669,11.739999771118164,3.626498697862212,34.486532841617965
1671128877.7910233,0.36008334159851074,0.8835758835758829,11.630000114440918,3.7002119629928307,38.1867448046108
1671128878.2107248,0.41970157623291016,1.041426041426041,11.630000114440918,5.083335247505774,43.27008005211657
1671128878.5812929,0.37056803703308105,1.041426041426041,11.649999618530273,4.4959585780598355,47.7660386301764
1671128878.976857,0.39556407928466797,0.999075999075998,11.630000114440918,4.596159503993106,52.36219813416951
1671128879.340343,0.36348605155944824,1.1203511203511187,11.630000114440918,4.736108265877839,57.09830640004735
1671128879.789001,0.4486579895019531,1.0529760529760523,11.630000114440918,5.494315817127015,62.592622217174366
1671128880.1781259,0.38912487030029297,1.0529760529760523,11.630000114440918,4.765266594498237,67.35788881167261
1671128880.5716276,0.39350175857543945,1.0664510664510667,11.630000114440918,4.88053385209218,72.2384226637648
1671128880.9601989,0.38857126235961914,0.999075999075998,11.630000114440918,4.5149081880802235,76.75333085184502
1671128881.3396034,0.37940454483032227,1.0722260722260724,11.630000114440918,4.731170630604454,81.48450148244947
1671128881.7477694,0.40816593170166016,1.027951027951029,11.619999885559082,4.875456676945654,86.35995815939513
1671128882.1233063,0.3755369186401367,0.9509509509509516,11.630000114440918,4.153272959382886,90.51323111877802
1671128882.5138664,0.3905601501464844,1.0241010241010238,11.649999618530273,4.659685876870839,95.17291699564886
1671128882.9099646,0.39609813690185547,0.9124509124509116,11.630000114440918,4.203315879214303,99.37623287486316
1671128883.3430042,0.43303966522216797,1.0260260260260239,11.630000114440918,5.1673249649585,104.54355783982166
1671128883.7219443,0.3789401054382324,1.027951027951029,11.630000114440918,4.530255703344285,109.07381354316594
1671128884.125455,0.40351057052612305,1.0799260799260808,11.630000114440918,5.06790732571741,114.14172086888335
1671128884.5714455,0.44599056243896484,1.1415261415261415,11.630000114440918,5.920948031257036,120.0626689001404
1671128884.9576123,0.3861668109893799,1.041426041426041,11.630000114440918,4.677169381488943,124.73983828162933
1671128885.4157817,0.45816946029663086,0.8412258412258399,11.619999885559082,4.478626715764424,129.21846499739377
1671128885.8786654,0.46288371086120605,1.1145761145761155,11.630000114440918,6.000139517127009,135.21860451452076
1671128886.2824812,0.40381574630737305,1.0703010703010698,11.619999885559082,5.022215374583269,140.24081988910405
1671128886.6972404,0.41475915908813477,0.9836759836759834,11.619999885559082,4.740827761919379,144.98164765102342
1671128887.166543,0.4693026542663574,1.0491260491260495,11.619999885559082,5.721195714816486,150.7028433658399
1671128887.6005285,0.43398547172546387,1.0780010780010758,11.649999618530273,5.450298615591787,156.15314198143167
1671128887.9823225,0.3817939758300781,0.9759759759759773,11.630000114440918,4.333590974005757,160.48673295543742
1671128888.4390414,0.45671892166137695,0.9509509509509516,11.649999618530273,5.059796296270343,165.54652925170777
1671128888.8479078,0.40886640548706055,0.8989758989758998,11.670000076293945,4.289437416584837,169.8359666682926
1671128889.304254,0.4563462734222412,0.8566258566258568,11.6899995803833,4.569831459234023,174.40579812752662
1671128889.7687755,0.4645214080810547,0.8123508123508135,11.6899995803833,4.411272113768892,178.8170702412955
1671128890.1669974,0.3982219696044922,0.8008008008007995,11.6899995803833,3.7278996256864207,182.54496986698194
1671128890.5779982,0.41100072860717773,0.8123508123508135,11.6899995803833,3.9030193685436814,186.44798923552563
1671128890.9550514,0.37705326080322266,0.6699006699006699,11.710000038146973,2.9578082063591165,189.40579744188474
1671128891.413031,0.457979679107666,0.7084007084007075,11.6899995803833,3.7926231431934028,193.19842058507814
1671128891.8255737,0.41254258155822754,0.8085008085008081,11.6899995803833,3.8990942754841127,197.09751486056226
1671128892.2335036,0.4079298973083496,0.7026257026257018,11.710000038146973,3.356343990645167,200.45385885120743
1671128892.7283397,0.49483609199523926,0.8778008778008771,11.710000038146973,5.086444096404444,205.54030294761188
1671128893.1463292,0.41798949241638184,0.7507507507507505,11.710000038146973,3.6746673965021497,209.21497034411402
1671128893.567585,0.42125582695007324,0.7873257873257877,11.630000114440918,3.8572706824055736,213.0722410265196
1671128894.0492575,0.4816725254058838,1.0972510972510983,11.619999885559082,6.14135245505736,219.21359348157696
1671128894.4857895,0.43653202056884766,0.9394009394009377,11.619999885559082,4.765113171205442,223.97870665278242
1671128894.8855624,0.39977288246154785,1.0029260029260034,11.619999885559082,4.658953187887725,228.63765984067015
1671128895.3677435,0.4821810722351074,1.083776083776084,11.619999885559082,6.072336710478491,234.70999655114863
1671128895.7793872,0.41164374351501465,1.1319011319011327,11.619999885559082,5.414222970068,240.12421952121665
1671128896.232318,0.4529306888580322,1.022176022176021,11.619999885559082,5.379768167170737,245.50398768838738
1671128896.6628208,0.43050289154052734,1.1011011011011012,11.619999885559082,5.508196101578739,251.01218378996612
1671128897.1138666,0.4510457515716553,0.9644259644259634,11.630000114440918,5.0590527707334525,256.07123656069956
1671128897.5611134,0.447246789932251,1.027951027951029,11.619999885559082,5.342269353855616,261.4135059145552
1671128898.0141475,0.4530341625213623,1.0183260183260179,11.600000381469727,5.351503284663974,266.76500919921915
1671128898.5122774,0.49812984466552734,1.0337260337260326,11.619999885559082,5.983484084680355,272.7484932838995
1671128898.9252357,0.41295838356018066,1.0202510202510207,11.619999885559082,4.895752436949029,277.6442457208485
1671128899.3906388,0.46540307998657227,0.9663509663509662,11.630000114440918,5.230507839569387,282.8747535604179
1671128899.8351939,0.44455504417419434,0.8816508816508826,11.649999618530273,4.566128188824682,287.4408817492426
1671128900.2638662,0.42867231369018555,0.873950873950874,11.649999618530273,4.364538885227879,291.80542063447047
1671128900.731481,0.46761488914489746,0.8393008393008395,11.670000076293945,4.5801198993430985,296.3855405338136
1671128901.1460621,0.4145810604095459,0.7931007931007935,11.670000076293945,3.8371493314912684,300.22268986530486
1671128901.5967274,0.4506652355194092,0.827750827750828,11.670000076293945,4.353359577163029,304.5760494424679
1671128902.0253184,0.4285910129547119,0.7334257334257333,11.670000076293945,3.6683440664287885,308.2443935088967
1671128902.4480093,0.42269086837768555,0.677600677600676,11.670000076293945,3.3424702935784807,311.58686380247514
1671128902.898612,0.45060276985168457,0.743050743050742,11.6899995803833,3.914054110894539,315.5009179133697
1671128903.353529,0.45491695404052734,0.7507507507507505,11.6899995803833,3.9924767281103697,319.49339464148005
1671128903.7885191,0.43499016761779785,0.7950257950257938,11.6899995803833,4.042733895759533,323.53612853723956
1671128904.2252474,0.43672823905944824,0.7969507969507965,11.6899995803833,4.068715087351668,327.60484362459124
1671128904.6805313,0.45528388023376465,0.7892507892507881,11.6899995803833,4.20060451074935,331.8054481353406
1671128905.115531,0.4349997043609619,0.7411257411257417,11.6899995803833,3.7687328658599095,335.57418100120054
1671128905.5521507,0.43661975860595703,0.9952259952259949,11.630000114440918,5.053645981752228,340.6278269829528
1671128905.9979405,0.44578981399536133,1.0318010318010322,11.619999885559082,5.3448093997048876,345.9726363826577
1671128906.4315684,0.4336278438568115,0.8296758296758308,11.619999885559082,4.180533646670301,350.153170029328
1671128906.8757505,0.4441821575164795,0.8932008932008917,11.619999885559082,4.610164070709392,354.7633341000374
1671128907.3188267,0.44307613372802734,1.0549010549010551,11.619999885559082,5.431205154233223,360.19453925427064
1671128907.783528,0.46470141410827637,1.022176022176021,11.619999885559082,5.519577136983389,365.71411639125404
1671128908.1382976,0.3547694683074951,1.0433510433510413,11.619999885559082,4.301132440467495,370.0152488317215
1671128908.5766702,0.4383726119995117,1.0722260722260724,11.600000381469727,5.452400888958306,375.46764972067984
1671128908.9756603,0.3989901542663574,1.0395010395010382,11.600000381469727,4.811108047497303,380.2787577681772
1671128909.403408,0.4277477264404297,0.9201509201509201,11.619999885559082,4.5735443875273045,384.8523021557045
1671128909.8471496,0.4437415599822998,1.041426041426041,11.619999885559082,5.3698810156902335,390.2221831713947
1671128910.3137379,0.46658825874328613,0.9933009933009946,11.600000381469727,5.37616611491548,395.59834928631017
1671128910.7453916,0.4316537380218506,1.0395010395010382,11.600000381469727,5.204972479954567,400.80332176626473
1671128911.126563,0.38117146492004395,1.0318010318010322,11.619999885559082,4.57006590245943,405.37338766872415
